id,episode,action_level,action_y,action_x,action_z,action_w,reward,done,                      timestamp,collision_status,vehicle_pos_x,vehicle_pos_y,vehicle_pos_z,pitch,roll,yaw,vehicle_vel_x,vehicle_vel_y,                      vehicle_vel_z,pitch_vel,roll_vel,yaw_vel,vehicle_acc_x,vehicle_acc_y,vehicle_acc_z,pitch_acc,roll_acc,yaw_acc
0,0,1,-0.12178224325180054,0,0.04152035713195801,0.030930042266845703,0.0,0,27786001000,0,1.3959921598434448,4.0387067794799805,-6.169863700866699,-0.004109972814285105,-0.04301541803433237,0.1383744937222811,-0.027304111048579216,0.15137827396392822,0.2383168786764145,-0.0908871591091156,0.02784034051001072,0.003963888622820377,0.08510557562112808,-0.3545815348625183,1.335235595703125,-12.283970832824707,3.726811408996582,0.03766115754842758
1,0,1,-0.13337910175323486,0,0.04152035713195801,0.030930042266845703,0.0,0,27897001000,0,1.3934545516967773,4.052945137023926,-6.139587879180908,-0.0006851348968377424,-0.04665761754930813,0.13885996064663328,-0.018652111291885376,0.10326416045427322,0.27858594059944153,0.04733704775571823,0.007419802248477936,0.0073553123511374,0.0721130222082138,-0.46445485949516296,-0.22803306579589844,-0.06586413085460663,-0.7315806746482849,0.02412652038037777
2,0,1,-0.1457083821296692,0,0.04152035713195801,0.030930042266845703,0.0,0,27993001000,0,1.3919881582260132,4.060739994049072,-6.113821029663086,-0.00040872517057558873,-0.04540757663183537,0.1396527337360706,-0.011931526474654675,0.05905033275485039,0.2555082142353058,0.011907218024134636,0.0006759876268915832,0.009287168271839619,0.06841138750314713,-0.4567314684391022,-0.34775829315185547,-0.8728904724121094,0.04964051395654678,0.016561677679419518
3,0,1,-0.16212713718414307,0,0.04152035713195801,0.030930042266845703,0.0,0,28089001000,0,1.3911546468734741,4.064316749572754,-6.0905046463012695,-0.0003103407926663861,-0.04502659808986391,0.14060833309850776,-0.005422151181846857,0.015360977500677109,0.22967109084129333,0.014798054471611977,0.0005050377221778035,0.010611284524202347,0.06719192117452621,-0.45215681195259094,-0.3271217346191406,-1.3652647733688354,-0.01718209683895111,0.011350203305482864
4,0,1,-0.18251317739486694,0,0.04152035713195801,0.030930042266845703,0.0,0,28188001000,0,1.3909465074539185,4.063620090484619,-6.068906784057617,-0.00026046474186168007,-0.04563824337114194,0.14170686571560215,0.0012720744125545025,-0.029714563861489296,0.20621846616268158,0.0011309611145406961,0.00011371742584742606,0.011541921645402908,0.0677441656589508,-0.456204891204834,-0.29044151306152344,-0.6965386271476746,-0.011610934510827065,0.00768986064940691
5,0,1,-0.19371330738067627,0,0.04152035713195801,0.030930042266845703,0.0,0,28290001000,0,1.391424536705017,4.058244705200195,-6.048917770385742,-0.00022703469020459845,-0.04426881294575459,0.14291908167429723,0.008092865347862244,-0.07554759830236435,0.18559138476848602,0.02348908968269825,3.085003845626488e-05,0.012187876738607883,0.0658443495631218,-0.4415230453014374,-0.25374698638916016,-0.8057138919830322,-0.012982598505914211,0.005147087387740612
6,0,1,-0.2072938084602356,0,0.04152035713195801,0.030930042266845703,0.0,0,28389001000,0,1.392544150352478,4.048633575439453,-6.031358242034912,-0.00020806926173723875,-0.0431806559508586,0.14414821135267028,0.014530295506119728,-0.1185692772269249,0.1691291183233261,0.01727895438671112,3.5055163607466966e-06,0.012609831057488918,0.06435764580965042,-0.4288443326950073,-0.21892547607421875,-1.173529863357544,-0.017205821350216866,0.0034868132788687944
7,0,1,-0.23097580671310425,0,0.04152035713195801,0.030930042266845703,0.0,0,28485001000,0,1.394236445426941,4.035272598266602,-6.015737056732178,-0.00019655404873280722,-0.04431856597773641,0.14537371764514812,0.02080123871564865,-0.1602253019809723,0.15642276406288147,0.0037477314472198486,3.0244209483498707e-05,0.012888330966234207,0.0661422610282898,-0.438201367855072,-0.1852703094482422,-2.867861270904541,-0.01993952877819538,0.0023905381094664335
8,0,1,-0.23097580671310425,0,0.04152035713195801,0.030930042266845703,0.0,0,28581001000,0,1.3965333700180054,4.017909049987793,-6.001213550567627,-0.00019570712439395606,-0.04158279632486108,0.14662201460111576,0.02699076198041439,-0.20102469623088837,0.1458674520254135,0.047034136950969696,-5.271977715892717e-05,0.013079626485705376,0.06274019926786423,-0.41147223114967346,-0.17141056060791016,0.7942426204681396,-0.019532836973667145,0.001637477776966989
9,0,1,-0.23097580671310425,0,0.04152035713195801,0.030930042266845703,0.0,0,28677001000,0,1.3994027376174927,3.9967944622039795,-5.987617015838623,-0.00020413293994435305,-0.03756494043701456,0.14788569302569674,0.03271157667040825,-0.2382761389017105,0.13658130168914795,0.03770269453525543,-0.00013157076318748295,0.013210735283792019,0.05733339488506317,-0.3710636794567108,-0.16465377807617188,-0.18233278393745422,-0.019161516800522804,0.001121949520893395
10,0,1,-0.23097580671310425,0,0.04152035713195801,0.030930042266845703,0.0,0,28770001000,0,1.402684211730957,3.973094940185547,-5.97525691986084,-0.00021865020987701746,-0.03401047492763435,0.1491200928025413,0.03778694570064545,-0.2708680331707001,0.128685861825943,0.037639982998371124,-5.927064557909034e-05,0.013298275880515575,0.05256463959813118,-0.3352353870868683,-0.14943599700927734,-0.005196382757276297,-0.01975921541452408,0.0007773099350742996
